id,entity_id,asset_id,severity,status,opened_at,closed_at,escalation_level,closure_reason
al-000250,ent-010,asset-00077,high,closed,2026-09-13T10:30:48.939754,2026-09-13T11:15:48.939754,0,Duplicate alert
al-000251,ent-011,asset-00085,high,closed,2026-09-13T10:23:48.939754,2026-09-13T23:23:48.939754,1,Remediated
al-000252,ent-012,asset-00094,medium,open,2026-09-13T10:16:48.939754,,1,
al-000253,ent-001,asset-00006,high,closed,2026-09-13T10:09:48.939754,2026-09-13T23:09:48.939754,1,Remediated
al-000254,ent-002,asset-00014,high,closed,2026-09-13T10:02:48.939754,2026-09-13T23:02:48.939754,1,Remediated
al-000255,ent-003,asset-00022,medium,closed,2026-09-13T09:55:48.939754,2026-09-13T10:40:48.939754,0,Duplicate alert
al-000256,ent-004,asset-00030,high,open,2026-09-13T09:48:48.939754,,1,
al-000257,ent-005,asset-00038,high,closed,2026-09-13T09:41:48.939754,2026-09-13T22:41:48.939754,1,Remediated
al-000258,ent-006,asset-00046,medium,closed,2026-09-13T09:34:48.939754,2026-09-13T22:34:48.939754,1,Remediated
al-000259,ent-007,asset-00054,high,closed,2026-09-13T09:27:48.939754,2026-09-13T22:27:48.939754,1,Remediated
al-000260,ent-008,asset-00062,critical,open,2026-09-13T09:20:48.939754,,0,
al-000261,ent-009,asset-00070,medium,closed,2026-09-13T09:13:48.939754,2026-09-13T22:13:48.939754,1,Remediated
al-000262,ent-010,asset-00078,high,closed,2026-09-13T09:06:48.939754,2026-09-13T22:06:48.939754,1,Remediated
al-000263,ent-011,asset-00086,high,closed,2026-09-13T08:59:48.939754,2026-09-13T21:59:48.939754,1,Remediated
al-000264,ent-012,asset-00095,medium,open,2026-09-13T08:52:48.939754,,1,
al-000265,ent-001,asset-00007,high,closed,2026-09-13T08:45:48.939754,2026-09-13T21:45:48.939754,1,Remediated
al-000266,ent-002,asset-00015,high,closed,2026-09-13T08:38:48.939754,2026-09-13T21:38:48.939754,1,Remediated
al-000267,ent-003,asset-00023,medium,closed,2026-09-13T08:31:48.939754,2026-09-13T21:31:48.939754,1,Remediated
al-000268,ent-004,asset-00031,high,open,2026-09-13T08:24:48.939754,,1,
al-000269,ent-005,asset-00039,high,closed,2026-09-13T08:17:48.939754,2026-09-13T21:17:48.939754,1,Remediated
al-000270,ent-006,asset-00047,medium,closed,2026-09-13T08:10:48.939754,2026-09-13T21:10:48.939754,1,Remediated
al-000271,ent-007,asset-00055,high,closed,2026-09-13T08:03:48.939754,2026-09-13T21:03:48.939754,1,Remediated
al-000272,ent-008,asset-00063,high,open,2026-09-13T07:56:48.939754,,0,Duplicate alert
al-000273,ent-009,asset-00071,critical,closed,2026-09-13T07:49:48.939754,2026-09-13T20:49:48.939754,0,Remediated
al-000274,ent-010,asset-00079,high,closed,2026-09-13T07:42:48.939754,2026-09-13T20:42:48.939754,1,Remediated
al-000275,ent-011,asset-00087,high,closed,2026-09-13T07:35:48.939754,2026-09-13T20:35:48.939754,1,Remediated
al-000276,ent-012,asset-00096,medium,open,2026-09-13T07:28:48.939754,,1,
al-000277,ent-001,asset-00008,high,closed,2026-09-13T07:21:48.939754,2026-09-13T20:21:48.939754,1,Remediated
al-000278,ent-002,asset-00016,high,closed,2026-09-13T07:14:48.939754,2026-09-13T20:14:48.939754,1,Remediated
al-000279,ent-003,asset-00024,medium,closed,2026-09-13T07:07:48.939754,2026-09-13T20:07:48.939754,1,Remediated
al-000280,ent-004,asset-00032,high,open,2026-09-13T07:00:48.939754,,1,
al-000281,ent-005,asset-00040,high,closed,2026-09-13T06:53:48.939754,2026-09-13T19:53:48.939754,1,Remediated
al-000282,ent-006,asset-00048,medium,closed,2026-09-13T06:46:48.939754,2026-09-13T19:46:48.939754,1,Remediated
al-000283,ent-007,asset-00056,high,closed,2026-09-13T06:39:48.939754,2026-09-13T19:39:48.939754,1,Remediated
al-000284,ent-008,asset-00064,high,open,2026-09-13T06:32:48.939754,,1,
al-000285,ent-009,asset-00072,medium,closed,2026-09-13T06:25:48.939754,2026-09-13T19:25:48.939754,1,Remediated
al-000286,ent-010,asset-00080,critical,closed,2026-09-13T06:18:48.939754,2026-09-13T19:18:48.939754,0,Remediated
al-000287,ent-011,asset-00088,high,closed,2026-09-13T06:11:48.939754,2026-09-13T19:11:48.939754,1,Remediated
al-000288,ent-012,asset-00089,medium,open,2026-09-13T06:04:48.939754,,1,
al-000289,ent-001,asset-00001,high,closed,2026-09-13T05:57:48.939754,2026-09-13T06:42:48.939754,0,Duplicate alert
al-000290,ent-002,asset-00009,high,closed,2026-09-13T05:50:48.939754,2026-09-13T18:50:48.939754,1,Remediated
al-000291,ent-003,asset-00017,medium,closed,2026-09-13T05:43:48.939754,2026-09-13T18:43:48.939754,1,Remediated
al-000292,ent-004,asset-00025,high,open,2026-09-13T05:36:48.939754,,1,
al-000293,ent-005,asset-00033,high,closed,2026-09-13T05:29:48.939754,2026-09-13T18:29:48.939754,1,Remediated
al-000294,ent-006,asset-00041,medium,closed,2026-09-13T05:22:48.939754,2026-09-13T18:22:48.939754,1,Remediated
al-000295,ent-007,asset-00049,high,closed,2026-09-13T05:15:48.939754,2026-09-13T18:15:48.939754,1,Remediated
al-000296,ent-008,asset-00057,high,open,2026-09-13T05:08:48.939754,,1,
al-000297,ent-009,asset-00065,medium,closed,2026-09-13T05:01:48.939754,2026-09-13T18:01:48.939754,1,Remediated
al-000298,ent-010,asset-00073,high,closed,2026-09-13T04:54:48.939754,2026-09-13T17:54:48.939754,1,Remediated
al-000299,ent-011,asset-00081,critical,closed,2026-09-13T04:47:48.939754,2026-09-13T17:47:48.939754,0,Remediated
al-000300,ent-012,asset-00090,medium,open,2026-09-13T04:40:48.939754,,1,
al-000301,ent-001,asset-00002,high,closed,2026-09-13T04:33:48.939754,2026-09-13T17:33:48.939754,1,Remediated
al-000302,ent-002,asset-00010,high,closed,2026-09-13T04:26:48.939754,2026-09-13T17:26:48.939754,1,Remediated
al-000303,ent-003,asset-00018,medium,closed,2026-09-13T04:19:48.939754,2026-09-13T17:19:48.939754,1,Remediated
al-000304,ent-004,asset-00026,high,open,2026-09-13T04:12:48.939754,,1,
al-000305,ent-005,asset-00034,high,closed,2026-09-13T04:05:48.939754,2026-09-13T17:05:48.939754,1,Remediated
al-000306,ent-006,asset-00042,medium,closed,2026-09-13T03:58:48.939754,2026-09-13T04:43:48.939754,0,Duplicate alert
al-000307,ent-007,asset-00050,high,closed,2026-09-13T03:51:48.939754,2026-09-13T16:51:48.939754,1,Remediated
al-000308,ent-008,asset-00058,high,open,2026-09-13T03:44:48.939754,,1,
al-000309,ent-009,asset-00066,medium,closed,2026-09-13T03:37:48.939754,2026-09-13T16:37:48.939754,1,Remediated
al-000310,ent-010,asset-00074,high,closed,2026-09-13T03:30:48.939754,2026-09-13T04:15:48.939754,0,Duplicate alert
al-000311,ent-011,asset-00082,high,closed,2026-09-13T03:23:48.939754,2026-09-13T16:23:48.939754,1,Remediated
al-000312,ent-012,asset-00091,critical,open,2026-09-13T03:16:48.939754,,0,
al-000313,ent-001,asset-00003,high,closed,2026-09-13T03:09:48.939754,2026-09-13T16:09:48.939754,1,Remediated
al-000314,ent-002,asset-00011,high,closed,2026-09-13T03:02:48.939754,2026-09-13T16:02:48.939754,1,Remediated
al-000315,ent-003,asset-00019,medium,closed,2026-09-13T02:55:48.939754,2026-09-13T03:40:48.939754,0,Duplicate alert
al-000316,ent-004,asset-00027,high,open,2026-09-13T02:48:48.939754,,1,
al-000317,ent-005,asset-00035,high,closed,2026-09-13T02:41:48.939754,2026-09-13T15:41:48.939754,1,Remediated
al-000318,ent-006,asset-00043,medium,closed,2026-09-13T02:34:48.939754,2026-09-13T15:34:48.939754,1,Remediated
al-000319,ent-007,asset-00051,high,closed,2026-09-13T02:27:48.939754,2026-09-13T15:27:48.939754,1,Remediated
al-000320,ent-008,asset-00059,high,open,2026-09-13T02:20:48.939754,,1,
al-000321,ent-009,asset-00067,medium,closed,2026-09-13T02:13:48.939754,2026-09-13T15:13:48.939754,1,Remediated
al-000322,ent-010,asset-00075,high,closed,2026-09-13T02:06:48.939754,2026-09-13T15:06:48.939754,1,Remediated
al-000323,ent-011,asset-00083,high,closed,2026-09-13T01:59:48.939754,2026-09-13T02:44:48.939754,0,Duplicate alert
al-000324,ent-012,asset-00092,medium,open,2026-09-13T01:52:48.939754,,1,
al-000325,ent-001,asset-00004,critical,closed,2026-09-13T01:45:48.939754,2026-09-13T14:45:48.939754,0,Remediated
al-000326,ent-002,asset-00012,high,closed,2026-09-13T01:38:48.939754,2026-09-13T14:38:48.939754,1,Remediated
al-000327,ent-003,asset-00020,medium,closed,2026-09-13T01:31:48.939754,2026-09-13T14:31:48.939754,1,Remediated
al-000328,ent-004,asset-00028,high,open,2026-09-13T01:24:48.939754,,1,
al-000329,ent-005,asset-00036,high,closed,2026-09-13T01:17:48.939754,2026-09-13T14:17:48.939754,1,Remediated
al-000330,ent-006,asset-00044,medium,closed,2026-09-13T01:10:48.939754,2026-09-13T14:10:48.939754,1,Remediated
al-000331,ent-007,asset-00052,high,closed,2026-09-13T01:03:48.939754,2026-09-13T14:03:48.939754,1,Remediated
al-000332,ent-008,asset-00060,high,open,2026-09-13T00:56:48.939754,,1,
al-000333,ent-009,asset-00068,medium,closed,2026-09-13T00:49:48.939754,2026-09-13T13:49:48.939754,1,Remediated
al-000334,ent-010,asset-00076,high,closed,2026-09-13T00:42:48.939754,2026-09-13T13:42:48.939754,1,Remediated
al-000335,ent-011,asset-00084,high,closed,2026-09-13T00:35:48.939754,2026-09-13T13:35:48.939754,1,Remediated
al-000336,ent-012,asset-00093,medium,open,2026-09-13T00:28:48.939754,,1,
al-000337,ent-001,asset-00005,high,closed,2026-09-13T00:21:48.939754,2026-09-13T13:21:48.939754,1,Remediated
al-000338,ent-002,asset-00013,critical,closed,2026-09-13T00:14:48.939754,2026-09-13T13:14:48.939754,0,Remediated
al-000339,ent-003,asset-00021,medium,closed,2026-09-13T00:07:48.939754,2026-09-13T13:07:48.939754,1,Remediated
al-000340,ent-004,asset-00029,high,open,2026-09-13T00:00:48.939754,,0,Duplicate alert
al-000341,ent-005,asset-00037,high,closed,2026-09-12T23:53:48.939754,2026-09-13T12:53:48.939754,1,Remediated
al-000342,ent-006,asset-00045,medium,closed,2026-09-12T23:46:48.939754,2026-09-13T12:46:48.939754,1,Remediated
al-000343,ent-007,asset-00053,high,closed,2026-09-12T23:39:48.939754,2026-09-13T12:39:48.939754,1,Remediated
al-000344,ent-008,asset-00061,high,open,2026-09-12T23:32:48.939754,,1,
al-000345,ent-009,asset-00069,medium,closed,2026-09-12T23:25:48.939754,2026-09-13T12:25:48.939754,1,Remediated
al-000346,ent-010,asset-00077,high,closed,2026-09-12T23:18:48.939754,2026-09-13T12:18:48.939754,1,Remediated
al-000347,ent-011,asset-00085,high,closed,2026-09-12T23:11:48.939754,2026-09-13T12:11:48.939754,1,Remediated
al-000348,ent-012,asset-00094,medium,open,2026-09-12T23:04:48.939754,,1,
al-000349,ent-001,asset-00006,high,closed,2026-09-12T22:57:48.939754,2026-09-13T11:57:48.939754,1,Remediated
al-000350,ent-002,asset-00014,high,closed,2026-09-12T22:50:48.939754,2026-09-13T11:50:48.939754,1,Remediated
al-000351,ent-003,asset-00022,critical,closed,2026-09-12T22:43:48.939754,2026-09-13T11:43:48.939754,0,Remediated
al-000352,ent-004,asset-00030,high,open,2026-09-12T22:36:48.939754,,1,
al-000353,ent-005,asset-00038,high,closed,2026-09-12T22:29:48.939754,2026-09-13T11:29:48.939754,1,Remediated
al-000354,ent-006,asset-00046,medium,closed,2026-09-12T22:22:48.939754,2026-09-13T11:22:48.939754,1,Remediated
al-000355,ent-007,asset-00054,high,closed,2026-09-12T22:15:48.939754,2026-09-13T11:15:48.939754,1,Remediated
al-000356,ent-008,asset-00062,high,open,2026-09-12T22:08:48.939754,,1,
al-000357,ent-009,asset-00070,medium,closed,2026-09-12T22:01:48.939754,2026-09-12T22:46:48.939754,0,Duplicate alert
al-000358,ent-010,asset-00078,high,closed,2026-09-12T21:54:48.939754,2026-09-13T10:54:48.939754,1,Remediated
al-000359,ent-011,asset-00086,high,closed,2026-09-12T21:47:48.939754,2026-09-13T10:47:48.939754,1,Remediated
al-000360,ent-012,asset-00095,medium,open,2026-09-12T21:40:48.939754,,1,
al-000361,ent-001,asset-00007,high,closed,2026-09-12T21:33:48.939754,2026-09-13T10:33:48.939754,1,Remediated
al-000362,ent-002,asset-00015,high,closed,2026-09-12T21:26:48.939754,2026-09-13T10:26:48.939754,1,Remediated
al-000363,ent-003,asset-00023,medium,closed,2026-09-12T21:19:48.939754,2026-09-13T10:19:48.939754,1,Remediated
al-000364,ent-004,asset-00031,critical,open,2026-09-12T21:12:48.939754,,0,
al-000365,ent-005,asset-00039,high,closed,2026-09-12T21:05:48.939754,2026-09-13T10:05:48.939754,1,Remediated
al-000366,ent-006,asset-00047,medium,closed,2026-09-12T20:58:48.939754,2026-09-13T09:58:48.939754,1,Remediated
al-000367,ent-007,asset-00055,high,closed,2026-09-12T20:51:48.939754,2026-09-13T09:51:48.939754,1,Remediated
al-000368,ent-008,asset-00063,high,open,2026-09-12T20:44:48.939754,,1,
al-000369,ent-009,asset-00071,medium,closed,2026-09-12T20:37:48.939754,2026-09-13T09:37:48.939754,1,Remediated
al-000370,ent-010,asset-00079,high,closed,2026-09-12T20:30:48.939754,2026-09-12T21:15:48.939754,0,Duplicate alert
al-000371,ent-011,asset-00087,high,closed,2026-09-12T20:23:48.939754,2026-09-13T09:23:48.939754,1,Remediated
al-000372,ent-012,asset-00096,medium,open,2026-09-12T20:16:48.939754,,1,
al-000373,ent-001,asset-00008,high,closed,2026-09-12T20:09:48.939754,2026-09-13T09:09:48.939754,1,Remediated
al-000374,ent-002,asset-00016,high,closed,2026-09-12T20:02:48.939754,2026-09-12T20:47:48.939754,0,Duplicate alert
al-000375,ent-003,asset-00024,medium,closed,2026-09-12T19:55:48.939754,2026-09-12T20:40:48.939754,0,Duplicate alert
al-000376,ent-004,asset-00032,high,open,2026-09-12T19:48:48.939754,,1,
al-000377,ent-005,asset-00040,critical,closed,2026-09-12T19:41:48.939754,2026-09-13T08:41:48.939754,0,Remediated
al-000378,ent-006,asset-00048,medium,closed,2026-09-12T19:34:48.939754,2026-09-13T08:34:48.939754,1,Remediated
al-000379,ent-007,asset-00056,high,closed,2026-09-12T19:27:48.939754,2026-09-13T08:27:48.939754,1,Remediated
al-000380,ent-008,asset-00064,high,open,2026-09-12T19:20:48.939754,,1,
al-000381,ent-009,asset-00072,medium,closed,2026-09-12T19:13:48.939754,2026-09-13T08:13:48.939754,1,Remediated
al-000382,ent-010,asset-00080,high,closed,2026-09-12T19:06:48.939754,2026-09-13T08:06:48.939754,1,Remediated
al-000383,ent-011,asset-00088,high,closed,2026-09-12T18:59:48.939754,2026-09-13T07:59:48.939754,1,Remediated
al-000384,ent-012,asset-00089,medium,open,2026-09-12T18:52:48.939754,,1,
al-000385,ent-001,asset-00001,high,closed,2026-09-12T18:45:48.939754,2026-09-13T07:45:48.939754,1,Remediated
al-000386,ent-002,asset-00009,high,closed,2026-09-12T18:38:48.939754,2026-09-13T07:38:48.939754,1,Remediated
al-000387,ent-003,asset-00017,medium,closed,2026-09-12T18:31:48.939754,2026-09-13T07:31:48.939754,1,Remediated
al-000388,ent-004,asset-00025,high,open,2026-09-12T18:24:48.939754,,1,
al-000389,ent-005,asset-00033,high,closed,2026-09-12T18:17:48.939754,2026-09-13T07:17:48.939754,1,Remediated
al-000390,ent-006,asset-00041,critical,closed,2026-09-12T18:10:48.939754,2026-09-13T07:10:48.939754,0,Remediated
al-000391,ent-007,asset-00049,high,closed,2026-09-12T18:03:48.939754,2026-09-12T18:48:48.939754,0,Duplicate alert
al-000392,ent-008,asset-00057,high,open,2026-09-12T17:56:48.939754,,1,
al-000393,ent-009,asset-00065,medium,closed,2026-09-12T17:49:48.939754,2026-09-13T06:49:48.939754,1,Remediated
al-000394,ent-010,asset-00073,high,closed,2026-09-12T17:42:48.939754,2026-09-13T06:42:48.939754,1,Remediated
al-000395,ent-011,asset-00081,high,closed,2026-09-12T17:35:48.939754,2026-09-13T06:35:48.939754,1,Remediated
al-000396,ent-012,asset-00090,medium,open,2026-09-12T17:28:48.939754,,1,
al-000397,ent-001,asset-00002,high,closed,2026-09-12T17:21:48.939754,2026-09-13T06:21:48.939754,1,Remediated
al-000398,ent-002,asset-00010,high,closed,2026-09-12T17:14:48.939754,2026-09-13T06:14:48.939754,1,Remediated
al-000399,ent-003,asset-00018,medium,closed,2026-09-12T17:07:48.939754,2026-09-13T06:07:48.939754,1,Remediated
al-000400,ent-004,asset-00026,high,open,2026-09-12T17:00:48.939754,,1,
al-000401,ent-005,asset-00034,high,closed,2026-09-12T16:53:48.939754,2026-09-13T05:53:48.939754,1,Remediated
al-000402,ent-006,asset-00042,medium,closed,2026-09-12T16:46:48.939754,2026-09-13T05:46:48.939754,1,Remediated
al-000403,ent-007,asset-00050,critical,closed,2026-09-12T16:39:48.939754,2026-09-13T05:39:48.939754,0,Remediated
al-000404,ent-008,asset-00058,high,open,2026-09-12T16:32:48.939754,,1,
al-000405,ent-009,asset-00066,medium,closed,2026-09-12T16:25:48.939754,2026-09-13T05:25:48.939754,1,Remediated
al-000406,ent-010,asset-00074,high,closed,2026-09-12T16:18:48.939754,2026-09-13T05:18:48.939754,1,Remediated
al-000407,ent-011,asset-00082,high,closed,2026-09-12T16:11:48.939754,2026-09-13T05:11:48.939754,1,Remediated
al-000408,ent-012,asset-00091,medium,open,2026-09-12T16:04:48.939754,,0,Duplicate alert
al-000409,ent-001,asset-00003,high,closed,2026-09-12T15:57:48.939754,2026-09-13T04:57:48.939754,1,Remediated
al-000410,ent-002,asset-00011,high,closed,2026-09-12T15:50:48.939754,2026-09-13T04:50:48.939754,1,Remediated
al-000411,ent-003,asset-00019,medium,closed,2026-09-12T15:43:48.939754,2026-09-13T04:43:48.939754,1,Remediated
al-000412,ent-004,asset-00027,high,open,2026-09-12T15:36:48.939754,,1,
al-000413,ent-005,asset-00035,high,closed,2026-09-12T15:29:48.939754,2026-09-13T04:29:48.939754,1,Remediated
al-000414,ent-006,asset-00043,medium,closed,2026-09-12T15:22:48.939754,2026-09-13T04:22:48.939754,1,Remediated
al-000415,ent-007,asset-00051,high,closed,2026-09-12T15:15:48.939754,2026-09-13T04:15:48.939754,1,Remediated
al-000416,ent-008,asset-00059,critical,open,2026-09-12T15:08:48.939754,,0,
al-000417,ent-009,asset-00067,medium,closed,2026-09-12T15:01:48.939754,2026-09-13T04:01:48.939754,1,Remediated
al-000418,ent-010,asset-00075,high,closed,2026-09-12T14:54:48.939754,2026-09-13T03:54:48.939754,1,Remediated
al-000419,ent-011,asset-00083,high,closed,2026-09-12T14:47:48.939754,2026-09-13T03:47:48.939754,1,Remediated
al-000420,ent-012,asset-00092,medium,open,2026-09-12T14:40:48.939754,,1,
al-000421,ent-001,asset-00004,high,closed,2026-09-12T14:33:48.939754,2026-09-13T03:33:48.939754,1,Remediated
al-000422,ent-002,asset-00012,high,closed,2026-09-12T14:26:48.939754,2026-09-13T03:26:48.939754,1,Remediated
al-000423,ent-003,asset-00020,medium,closed,2026-09-12T14:19:48.939754,2026-09-13T03:19:48.939754,1,Remediated
al-000424,ent-004,asset-00028,high,open,2026-09-12T14:12:48.939754,,1,
al-000425,ent-005,asset-00036,high,closed,2026-09-12T14:05:48.939754,2026-09-12T14:50:48.939754,0,Duplicate alert
al-000426,ent-006,asset-00044,medium,closed,2026-09-12T13:58:48.939754,2026-09-13T02:58:48.939754,1,Remediated
al-000427,ent-007,asset-00052,high,closed,2026-09-12T13:51:48.939754,2026-09-13T02:51:48.939754,1,Remediated
al-000428,ent-008,asset-00060,high,open,2026-09-12T13:44:48.939754,,1,
al-000429,ent-009,asset-00068,critical,closed,2026-09-12T13:37:48.939754,2026-09-13T02:37:48.939754,0,Remediated
al-000430,ent-010,asset-00076,high,closed,2026-09-12T13:30:48.939754,2026-09-12T14:15:48.939754,0,Duplicate alert
al-000431,ent-011,asset-00084,high,closed,2026-09-12T13:23:48.939754,2026-09-13T02:23:48.939754,1,Remediated
al-000432,ent-012,asset-00093,medium,open,2026-09-12T13:16:48.939754,,1,
al-000433,ent-001,asset-00005,high,closed,2026-09-12T13:09:48.939754,2026-09-13T02:09:48.939754,1,Remediated
al-000434,ent-002,asset-00013,high,closed,2026-09-12T13:02:48.939754,2026-09-13T02:02:48.939754,1,Remediated
al-000435,ent-003,asset-00021,medium,closed,2026-09-12T12:55:48.939754,2026-09-12T13:40:48.939754,0,Duplicate alert
al-000436,ent-004,asset-00029,high,open,2026-09-12T12:48:48.939754,,1,
al-000437,ent-005,asset-00037,high,closed,2026-09-12T12:41:48.939754,2026-09-13T01:41:48.939754,1,Remediated
al-000438,ent-006,asset-00045,medium,closed,2026-09-12T12:34:48.939754,2026-09-13T01:34:48.939754,1,Remediated
al-000439,ent-007,asset-00053,high,closed,2026-09-12T12:27:48.939754,2026-09-13T01:27:48.939754,1,Remediated
al-000440,ent-008,asset-00061,high,open,2026-09-12T12:20:48.939754,,1,
al-000441,ent-009,asset-00069,medium,closed,2026-09-12T12:13:48.939754,2026-09-13T01:13:48.939754,1,Remediated
al-000442,ent-010,asset-00077,critical,closed,2026-09-12T12:06:48.939754,2026-09-12T12:51:48.939754,0,Duplicate alert
al-000443,ent-011,asset-00085,high,closed,2026-09-12T11:59:48.939754,2026-09-13T00:59:48.939754,1,Remediated
al-000444,ent-012,asset-00094,medium,open,2026-09-12T11:52:48.939754,,1,
al-000445,ent-001,asset-00006,high,closed,2026-09-12T11:45:48.939754,2026-09-13T00:45:48.939754,1,Remediated
